metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Adenylylsulfate kinase (EC 2.7.1.25)	1	-58	65	160	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Adenylylsulfate kinase (EC 2.7.1.25)	1	-58	65	160	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Adenylylsulfate kinase (EC 2.7.1.25)	1	-58	65	160	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Adenylylsulfate kinase (EC 2.7.1.25)	1	-58	65	160	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cystathionine beta-synthase (EC 4.2.1.22)	1	-93	76.74	215	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cystathionine gamma-lyase (EC 4.4.1.1)	2	-24	62.31	90	2	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cysteine synthase (EC 2.5.1.47)	1	-96	62.84	261	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cysteine synthase (EC 2.5.1.47)	2	-53	62.42	159.5	2	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cysteine synthase (EC 2.5.1.47)	1	-96	62.84	261	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cysteine synthase (EC 2.5.1.47)	1	-93	63.14	255	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cysteine synthase (EC 2.5.1.47)	2	-56	62.3	165.5	2	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cysteine synthase B (EC 2.5.1.47)	2	-30	62.75	102	2	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cysteine synthase B (EC 2.5.1.47)	2	-30	62.75	102	2	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cysteine synthase B (EC 2.5.1.47)	2	-30	62.75	102	2	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cysteine synthase B (EC 2.5.1.47)	2	-30	62.75	102	2	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Cysteine synthase B (EC 2.5.1.47)	2	-30	62.75	102	2	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	1	-18	65.15	66	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	1	-18	65.15	66	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	1	-18	65.15	66	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	1	-18	65.15	66	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Sulfate permease	1	-6	65.71	35	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Sulfate permease	1	-6	65.71	35	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Sulfate permease	2	-6	65.71	35	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Cysteine Biosynthesis	Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)	1	-5	70.97	31	1	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1	-47	65.97	144	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1	-47	65.97	144	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1	-47	65.97	144	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1	-21	72.06	68	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1	-47	65.97	144	1	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Aspartokinase (EC 2.7.2.4)	3	-28	61.14	102	3	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Aspartokinase (EC 2.7.2.4)	2	-29.5	61.92	103.5	2	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Aspartokinase (EC 2.7.2.4)	1	-26	62.77	94	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Aspartokinase (EC 2.7.2.4)	2	-29	60.33	106	2	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Aspartokinase (EC 2.7.2.4)	3	-28	61.14	102	3	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Diaminopimelate decarboxylase (EC 4.1.1.20)	1	-26	62.77	94	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Diaminopimelate decarboxylase (EC 4.1.1.20)	2	-20.5	66.84	74.5	2	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Diaminopimelate decarboxylase (EC 4.1.1.20)	2	-20.5	66.84	74.5	2	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Diaminopimelate decarboxylase (EC 4.1.1.20)	1	-15	70.91	55	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine Biosynthesis DAP Pathway	Diaminopimelate decarboxylase (EC 4.1.1.20)	2	-20.5	66.84	74.5	2	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	6	-56	61.6	174.83	6	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	5	-52	63.68	158	5	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	6	-55.33	64.6	168.5	6	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	4	-62.75	64.96	181.75	4	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Acetyl-CoA acetyltransferase (EC 2.3.1.9)	4	-65	64.52	188.25	4	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	2	-37.67	61.74	122.67	2	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	2	-37.67	61.74	122.67	2	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Butyryl-CoA dehydrogenase (EC 1.3.99.2)	2	-37.67	61.74	122.67	2	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Electron transfer flavoprotein, beta subunit	1	-88	68.16	245	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Electron transfer flavoprotein, beta subunit	1	-88	68.16	245	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Electron transfer flavoprotein, beta subunit	1	-85	68.09	235	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine fermentation	Electron transfer flavoprotein, beta subunit	1	-85	68.09	235	1	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1	-18	61.76	68	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1	-18	61.76	68	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1	-18	61.76	68	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1	-18	61.76	68	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	1	-18	61.76	68	1	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	4	-76.5	66.13	209.75	2	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	4	-63.75	63.51	180.75	3	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)	2	-83.5	64.79	230	2	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Adenosylhomocysteinase (EC 3.3.1.1)	3	-75.33	75.51	179.67	3	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Adenosylhomocysteinase (EC 3.3.1.1)	1	-93	70.51	234	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Adenosylhomocysteinase (EC 3.3.1.1)	2	-152	76.71	330.5	2	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Adenosylhomocysteinase (EC 3.3.1.1)	1	-82	67.41	224	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Adenosylhomocysteinase (EC 3.3.1.1)	1	-93	70.51	234	1	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine beta-lyase (EC 4.4.1.8)	1	-31	61.32	106	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine beta-lyase (EC 4.4.1.8)	1	-31	61.32	106	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine beta-synthase (EC 4.2.1.22)	1	-93	76.74	215	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine gamma-lyase (EC 4.4.1.1)	2	-24	62.31	90	2	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine gamma-synthase (EC 2.5.1.48)	1	-19	65.22	69	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine gamma-synthase (EC 2.5.1.48)	1	-19	65.22	69	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine gamma-synthase (EC 2.5.1.48)	1	-19	65.22	69	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine gamma-synthase (EC 2.5.1.48)	2	-15	61.85	61	2	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cystathionine gamma-synthase (EC 2.5.1.48)	2	-19	65.22	69	1	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cysteine synthase (EC 2.5.1.47)	1	-96	62.84	261	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cysteine synthase (EC 2.5.1.47)	2	-53	62.42	159.5	2	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cysteine synthase (EC 2.5.1.47)	1	-96	62.84	261	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cysteine synthase (EC 2.5.1.47)	1	-93	63.14	255	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Cysteine synthase (EC 2.5.1.47)	2	-56	62.3	165.5	2	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homocysteine S-methyltransferase (EC 2.1.1.10)	1	-7	60.47	43	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homocysteine S-methyltransferase (EC 2.1.1.10)	1	-7	60.47	43	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homocysteine S-methyltransferase (EC 2.1.1.10)	1	-7	60.47	43	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homocysteine S-methyltransferase (EC 2.1.1.10)	1	-7	60.47	43	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homocysteine S-methyltransferase (EC 2.1.1.10)	1	-7	60.47	43	1	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine dehydrogenase (EC 1.1.1.3)	2	-29	60.33	106	2	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine dehydrogenase (EC 1.1.1.3)	1	-33	61.06	113	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine dehydrogenase (EC 1.1.1.3)	2	-29	60.33	106	2	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine dehydrogenase (EC 1.1.1.3)	2	-29	60.33	106	2	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine kinase (EC 2.7.1.39)	1	-6	73.33	30	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine kinase (EC 2.7.1.39)	1	-6	73.33	30	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	Homoserine kinase (EC 2.7.1.39)	1	-6	73.33	30	1	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	3	-58	70.89	142.67	3	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	2	-48.5	76.28	117	2	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	2	-71.5	68.16	176.5	2	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	1	-92	72.55	204	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-acetylhomoserine sulfhydrylase (EC 2.5.1.49)	2	-73.5	68.15	182	2	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	3	-58	70.89	142.67	3	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	2	-48.5	76.28	117	2	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	2	-71.5	68.16	176.5	2	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	1	-92	72.55	204	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	O-succinylhomoserine sulfhydrylase (EC 2.5.1.48)	2	-73.5	68.15	182	2	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Biosynthesis	S-adenosylmethionine synthetase (EC 2.5.1.6)	1	-17	91.11	45	1	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Adenosylhomocysteinase (EC 3.3.1.1)	3	-75.33	75.51	179.67	3	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Adenosylhomocysteinase (EC 3.3.1.1)	1	-93	70.51	234	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Adenosylhomocysteinase (EC 3.3.1.1)	2	-152	76.71	330.5	2	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Adenosylhomocysteinase (EC 3.3.1.1)	1	-82	67.41	224	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Adenosylhomocysteinase (EC 3.3.1.1)	1	-93	70.51	234	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Cystathionine beta-synthase (EC 4.2.1.22)	1	-93	76.74	215	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	Cystathionine gamma-lyase (EC 4.4.1.1)	2	-24	62.31	90	2	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Degradation	S-adenosylmethionine synthetase (EC 2.5.1.6)	1	-17	91.11	45	1	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Salvage	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	1	-72	65.37	205	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Salvage	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	1	-72	65.37	205	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Salvage	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	1	-72	65.37	205	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Salvage	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	1	-72	65.37	205	1	
mmetsp1002	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine Salvage	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	1	-72	65.37	205	1	
mmetsp1433	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine and Homoserine Biosynthesis	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1	-47	65.97	144	1	
QPX_v15	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine and Homoserine Biosynthesis	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1	-47	65.97	144	1	
mmetsp98	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine and Homoserine Biosynthesis	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1	-47	65.97	144	1	
mmetsp992	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Threonine and Homoserine Biosynthesis	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	1	-21	72.06	68	1	
